caso,FILTRO_A,FILTRO_B,FILTRO_C,FILTRO_C2,NSE,NSE2,P1,P2,P3,P4,P7_5_4,P8_6,P9,P10,P11,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2,P14_3,P14_4,P18,NPS_Alkofarma,NPS_Jemfarma,NPS_Erza,NPS_Casa_Grande,NPS_Coderal,NPS_CKF,NPS_Boreal,NPS_Portugal,NPS_Sanakol,NPS_Purol,NPS_Don_Emilio,NPS_Hersil,NPS_Alessi,NPS_NR,P20,P21,P22,P24_1_1,P24_1_2,P24_1_3,P24_1_4,P24_2_1,P24_2_2,P24_2_3,P24_2_4,P24_3_1,P24_3_2,P24_3_3,P24_3_4,P24_4_1,P24_4_2,P24_4_3,P24_4_4,P24_5_1,P24_5_2,P24_5_3,P24_5_4,P24_5_5,P24_6_1,P24_6_2,P24_6_3,P24_6_4,P24_7_1,P24_7_2,P24_7_3,P24_7_4,P24_7_5,P24_7_6,P24_8_1,P24_8_2,P24_8_3,P24_8_4,P24_9_1,P24_9_2,P24_9_3,P24_9_4,P24_10_1,P24_10_2,P24_10_3,P24_10_4,P24_11_1,P24_11_2,P24_11_3,P24_11_4,P24_11_5,P24_11_6,P24_12_1,P24_12_2,P24_12_3,P24_12_4,P25,P27_1,P27_2,P27_3,P27_4,P27_5,P27_6,P27_7,P27_8,P31_1,P31_2,P31_3,P31_4,P31_5,P31_6,P32_1_1,P32_2_1,P32_3_1,P32_3_2,P32_4_1,P32_5_1,P32_6_1,P32_6_2,P32_7_1,P32_7_2,P32_7_3,P32_8_1,P32_NR,P33_1,P33_2,P33_3,P33_4,P33_5,P33_6,P33_7,P33_8,P33_NR,P34_1,P34_2,P34_3,P34_4,P34_5,P34_6,P34_7,P34_8,P34_NR,p159v1,vpond,VPOND1,VPOND2,P5,P6,P7_1,P7_2,P7_3,P7_4,P7_5,P7_6,P8,P12,P15,P16,P17,P23,P26,P27,P28,P29,P30
83.0,No,Sí,25.0,25 a 35 años,NSE D,D,Masculino,Independencia,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que tenga un empaque práctico,Que la marca sea prestigiosa,Que el producto sea de calidad,Que no dañe la piel,Que sea la que siempre compran en mi casa,Que tenga trayectoria,Que esté en promoción/oferta,Que el producto me genere confianza,No precisa,,,,,,,,,,,,,,,,Ninguno,Ninguno [NN,Ninguno,,,,No precisa,,,,Ninguno,,,,Ninguno,,,,Ninguno,,,,,Ninguno,,,,Ninguno,,,,,,Ninguno,,,,Ninguno,,,,No precisa,,,,No precisa,,,,,,No precisa,,,,No,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,Alkofarma,,,D&J,,,,,,,,,0.0,,1000.0,,,,,,,2,,2,,,94,1.0,0.84059992,0.86363636,"Dispensador,Spray,Botella,Con pulverizador","Spray,Botella",Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies",Desinfección de ropa,,Desinfección del cuerpo / personas que entran a la casa,,Botica/Farmacia de mi barrio,"Porque desinfecta (mata gérmenes y bacterias),Porque no irrita la piel",Ninguna,Ninguno [NN,No precisa [NN,,,"Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel","Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel","Una vez al mes,Una vez cada 15 días,Una vez al año","2. Una vez a la semana,Una vez cada 15 días,Una vez cada 15 días"
84.0,No,Sí,55.0,46 a 55 años,NSE D,D,Masculino,Carabayllo,Trabajador independiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que tenga un precio accesible,Que no dañe la piel,Que se venda en puntos de venta de confianza,Que sea fácil de encontrar en distintos establecimientos,Que tenga un empaque práctico,Que tenga trayectoria,Que el producto me genere confianza,Que sea la que me recomiende el vendedor/Boticario/farmacéut,La que tenga el vendedor,0: Definitivamente no lo recomendaría,,,,,,,,,,,0: Definitivamente no lo recomendaría,,,Alkofarma,Ninguno,Ninguno [NN,No precisa,,,,Alkofarma,Otras marcas,,,Alkofarma,,,,Ninguno,,,,Ninguno,,,,,Alkofarma,,,,No precisa,,,,,,Alkofarma,,,,Cualquiera,,,,Alkofarma,,,,Alkofarma,,,,,,No precisa,,,,Sí,Alcohol medicinal 70%,,,,,,,,Alcohol medicinal 70°,,,,,,,,,,Alkofarma,,,,,,,,,,,,1000.0,,,,,,,,,1 botella,,,,,,95,1.0,0.84059992,0.86363636,Botella,Spray,,Desinfección de manos,Desinfección de objetos y superficies,,,,Botica/Farmacia de cadena,Porque desinfecta (mata gérmenes y bacterias),Ninguna,"Alkofarma,Casa Grande,Hersil","Alkofarma,Hersil",,No precisa,Alcohol medicinal 70%,Alcohol medicinal 70%,Una vez cada 6 meses,Una vez al mes
85.0,No,Sí,28.0,25 a 35 años,NSE D,D,Femenino,Ate,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que tenga un precio accesible,Que no dañe la piel,Que tenga un empaque práctico,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que esté en promoción/oferta,Que se venda en puntos de venta de confianza,Que sea la que siempre compran en mi casa,Que tenga trayectoria,Casa Grande,,,,9,,,,,,,,,,8,Inkafarma,Casa Grande,Boreal,Portugal,Otras marcas,,,Portugal,,,,Portugal,Otras marcas,,,Portugal,Otras marcas,,,Otras marcas,,,,,Portugal,Otras marcas,,,Portugal,,,,,,Portugal,Otras marcas,,,Otras marcas,,,,Portugal,Otras marcas,,,Portugal,Otras marcas,,,,,Portugal,,,,No,Bicarbonato de sodio,Alcohol medicinal 70%,Alcohol puro 96°,,,,,,Alcohol puro 96°,,,,,,,,,,,Casa Grande,,,,,,,,,,,,0.0,,,,,,,,,1,,,,,96,1.0,0.94332407,0.95454545,Botella,Botella,,,"Desinfección de manos,Curar heridas",,,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena",Porque desinfecta (mata gérmenes y bacterias),"Casa Grande,Portugal,Inkafarma","Jemfarma,Casa Grande,Boreal,Portugal,Hersil,Inkafarma","Casa Grande,Inkafarma",Porque no tiene prestigio,,"Bicarbonato de sodio,Alcohol medicinal 70%,Alcohol puro 96°","Alcohol medicinal 70%,Alcohol puro 96°","Una vez al mes,Una vez al mes","2 o 3 veces por semana,2. Una vez a la semana,2. Una vez a la semana"
86.0,No,Sí,35.0,25 a 35 años,NSE B2,B2,Femenino,San Juan de Lurigancho,Su casa,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que la marca sea prestigiosa,Que no dañe la piel,Que se venda en puntos de venta de confianza,Que tenga todas las certificaciones de calidad,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que esté en promoción/oferta,Que tenga trayectoria,Que sea la que siempre compran en mi casa,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,,,,,,,,Hersil,Alkofarma,Ninguno [NN,Alkofarma,Jemfarma,Boreal,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Sí,Agua oxigenada,Alcohol puro 96°,,,,,,,Agua oxigenada,Alcohol puro 96°,Alcohol en gel,,,,,,Alkofarma,,,Alkofarma,,,Litex,,,,,,,0.0,,0.0,,0.0,,,,,1,,2,,1,,,97,1.0,0.81815058,0.71428571,"Dispensador,Botella",Con pulverizador,"Desinfección de manos,Desinfección de objetos y superficies",,"Desinfección de objetos y superficies,Desinfección de alimentos",,"Desinfección de manos,Desinfección de objetos y superficies",,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena","Porque desinfecta (mata gérmenes y bacterias),Porque tiene buen aroma / se siente el alcohol,Porque es de una marca reconocida",Alkofarma,"Alkofarma,Hersil",Alkofarma,,"Agua oxigenada,Alcohol","Agua oxigenada,Alcohol puro 96°",Alcohol puro 96°,"Una vez al año,Una vez al mes","Una vez al mes,2 o 3 veces por semana"
87.0,No,Sí,26.0,25 a 35 años,NSE C1,C1,Femenino,Lurigancho,Trabajador dependiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que no dañe la piel,Que el producto sea de calidad,Que sea fácil de encontrar en distintos establecimientos,Que tenga todas las certificaciones de calidad,Que tenga trayectoria,Que esté en promoción/oferta,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que la marca sea prestigiosa,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,,,,,,,,Jemfarma,Alkofarma,Ninguno [NN,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Boreal,,,,Boreal,,,,,Alkofarma,,,,Boreal,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Sí,Bicarbonato de sodio,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel,Vinagre Bully (Aromático),,,,Alcohol medicinal 70°,Alcohol puro 96°,Alcohol en gel,Vinagre Bully (Aromático),,,,,,,Alkofarma,Alkofarma,,,Alkofarma,,,Laboratorio Sagal,,,,,120.0,1000.0,,500.0,120.0,,,,,1,1,,1,1,,99,1.0,1.29761447,1.11111111,"Dispensador,Spray,Botella",Spray,Curar heridas,Desinfección de manos,"Desinfección de objetos y superficies,No precisa",,,,Botica/Farmacia de cadena,"Porque es económico,Porque es de calidad","Alkofarma,Sanakol,Purol","Alkofarma,Jemfarma,Casa Grande,Boreal,Hersil,Purol,Sanakol",Alkofarma,,"Alcohol,Antibacteriales","Bicarbonato de sodio,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel,Vinagre Bully (Aromático)","Alcohol puro 96°,Alcohol en gel","Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses,Una vez cada 6 meses","Una vez cada 2 o 3 meses,Una vez al mes,2. Una vez a la semana,Una vez cada 15 días,Una vez cada 6 meses"
88.0,No,Sí,42.0,36 a 45 años,NSE D,D,Masculino,El Agustino,Trabajador dependiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que no dañe la piel,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que el producto me genere confianza,Que la marca sea prestigiosa,Que tenga un precio accesible,Que tenga todas las certificaciones de calidad,Que tenga trayectoria,Que sea fácil de encontrar en distintos establecimientos,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,,,,,,,,Ninguno,Alkofarma,Ninguno [NN,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,No precisa,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,Alkofarma,,,,Sí,Alcohol medicinal 70%,,,,,,,,Alcohol medicinal 70°,,,,,,,,,,Alkofarma,,,,,,,,,,,,1000.0,,,,,,,,,2 botellas,,,,,,100,1.0,0.94332407,0.95454545,"Spray,Botella","Spray,Botella",,"Desinfección de manos,Desinfección de objetos y superficies,Desinfección del cuerpo / personas que entran a la casa","Desinfección de manos,Curar heridas",,,,"Botica/Farmacia de cadena,Supermercado",Porque tiene buen aroma / se siente el alcohol,Ninguna,Alkofarma,Alkofarma,,No precisa,Alcohol medicinal 70%,Alcohol medicinal 70%,Nunca,Una vez al mes
89.0,No,Sí,32.0,25 a 35 años,NSE D,D,Femenino,Lima,Su casa,Sí,,,Supermercado,Supermercado,4. Satisfecho,Que sea fácil de encontrar en distintos establecimientos,Que tenga un precio accesible,Que el producto me genere confianza,Que no dañe la piel,Que tenga un empaque práctico,Que la marca sea prestigiosa,Que esté en promoción/oferta,Que se venda en puntos de venta de confianza,Casa Grande,9,,,10: Definitivamente lo recomendaría,,,,8,,,,,,,Alkofarma,Casa Grande,Ninguno [NN,Alkofarma,,,,Alkofarma,,,,Alkofarma,Portugal,,,Alkofarma,,,,Alkofarma,Portugal,,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,,,Boreal,Portugal,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,Alkofarma,Portugal,,,,,Boreal,Portugal,,,Sí,Alcohol puro 96°,Alcohol en gel,,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,Casa Grande,,,Kazvel,,,,,,,,,900.0,,1000.0,,,,,,,2,,1,,,101,1.0,0.77289029,0.93333333,"Spray,Botella,Con pulverizador","Spray,Con pulverizador",,Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies",,Desinfección de objetos y superficies,,"Botica/Farmacia de cadena,Supermercado","Porque no irrita la piel,Porque es puro","Casa Grande,Mifarma","Alkofarma,Casa Grande,Boreal,Portugal,Mifarma","Alkofarma,Casa Grande,Portugal",,"Alcohol en gel,Alcohol liquido","Alcohol puro 96°,Alcohol en gel","Alcohol puro 96°,Alcohol en gel","Una vez al mes,Una vez cada 2 o 3 meses","2. Una vez a la semana,Una vez cada 15 días"
90.0,No,Sí,40.0,36 a 45 años,NSE D,D,Masculino,Carabayllo,Desempleado,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,5. Muy satisfecho,Que tenga un precio accesible,Que tenga un empaque práctico,Que esté en promoción/oferta,Que sea la que siempre compran en mi casa,Que no dañe la piel,Que tenga trayectoria,Que el producto me genere confianza,Que tenga todas las certificaciones de calidad,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,,,,,,,,Ninguno,Alkofarma,Ninguno [NN,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,No precisa,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,No precisa,,,,Sí,Agua azahar,Agua oxigenada,Alcohol puro 96°,,,,,,Agua azahar,Agua oxigenada,Alcohol puro 96°,,,,,Ifarza,Killafar,,,Alkofarma,,,,,,,,,120.0,120.0,,120.0,,,,,,1,1,,1,,,,,102,1.0,0.84059992,0.86363636,Botella,Botella,,,Desinfección de manos,,,,Botica/Farmacia de cadena,"Porque desinfecta (mata gérmenes y bacterias),Porque es práctico",Alkofarma,Alkofarma,Alkofarma,,Alcohol,"Agua azahar,Agua oxigenada,Alcohol puro 96°",Alcohol puro 96°,"Una vez cada 6 meses,Una vez cada 6 meses,Una vez al mes","Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses,Una vez cada 15 días"
91.0,No,Sí,62.0,56 a 65 años,NSE B2,B2,Femenino,San Miguel,Trabajador dependiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,5. Muy satisfecho,Que el producto sea de calidad,Que tenga todas las certificaciones de calidad,Que no dañe la piel,Que se venda en puntos de venta de confianza,Que tenga trayectoria,Que la marca sea prestigiosa,Que tenga un empaque práctico,Que sea fácil de encontrar en distintos establecimientos,Sante,,,,,,,9,,,,,,,,Alkofarma,Sante,Don Emilio,Alkofarma,Boreal,Portugal,,Alkofarma,,,,Portugal,,,,Alkofarma,Boreal,,,Portugal,,,,,Alkofarma,Boreal,,,Portugal,,,,,,Alkofarma,,,,Alkofarma,,,,Cualquiera,,,,Alkofarma,Boreal,Portugal,,,,Alkofarma,,,,Sí,Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel,,,,Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70°,Alcohol puro 96°,Alcohol en gel,,Marca D,,Alkofarma,,Sante,Inkafarma,,,Aval,,,,,100.0,,120.0,1000.0,1000.0,,380.0,,,2,,1,1,1,,2,,,103,1.0,0.84784707,1.05555556,"Dispensador,Spray,Botella,Con chupón","Dispensador,Spray",Desinfección de manos,Desinfección de manos,Desinfección de manos,Desinfección de manos,,,"Botica/Farmacia de mi barrio,Supermercado",Porque demora en evaporarse,"Sante,Inkafarma","Alkofarma,Jemfarma,Boreal,Inkafarma,Sante","Boreal,Sante",Es desconocido,Alcohol,"Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel","Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel","Una vez al mes,Una vez cada 6 meses,Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses,Una vez cada 6 meses","Una vez cada 2 o 3 meses,Una vez cada 2 o 3 meses,Una vez al mes,Una vez cada 2 o 3 meses,Una vez cada 6 meses"
92.0,No,Sí,47.0,46 a 55 años,NSE B2,B2,Femenino,Lima,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que tenga un precio accesible,Que el producto sea de calidad,Que tenga todas las certificaciones de calidad,Que se venda en puntos de venta de confianza,Que el producto me genere confianza,Que la marca sea prestigiosa,Que sea la que siempre compran en mi casa,Que tenga un empaque práctico,Alkofarma,10: Definitivamente lo recomendaría,,,,,,,6,,,,3,,,Purol,Alkofarma,Ninguno [NN,Portugal,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,Alkofarma,,,,Portugal,,,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,Alkofarma,,,,,,No precisa,,,,Sí,Bicarbonato de sodio,Agua oxigenada,Alcohol puro 96°,,,,,,Bicarbonato de sodio,Agua oxigenada,Alcohol puro 96°,,,,Sin marca/A granel,,Alkofarma,,,Alkofarma,,,,,,,,100.0,,1000.0,,1000.0,,,,,1,,1,,3,,,,,104,1.0,0.84784707,1.05555556,Botella,Spray,,"Desinfección de manos,Desinfección de objetos y superficies",Lo uso para llenar el spray o algún frasco,,,,"Botica/Farmacia de mi barrio,Mercado","Porque desinfecta (mata gérmenes y bacterias),Porque no irrita la piel",Alkofarma,"Alkofarma,Boreal,Portugal,Purol,Hersil","Alkofarma,Portugal,Hersil",,"Alcohol,Agua oxigenada","Bicarbonato de sodio,Agua oxigenada,Alcohol puro 96°",Alcohol puro 96°,"Una vez cada 2 o 3 meses,Una vez al año,Una vez al año","Una vez cada 2 o 3 meses,Una vez al año,Una vez al mes"
93.0,No,Sí,28.0,36 a 45 años,NSE B1,B1,Masculino,La Molina,Trabajador independiente,Sí,,,(no responde),Botica/Farmacia de cadena,4. Satisfecho,Que el producto sea de calidad,Que tenga un precio accesible,Que el producto me genere confianza,Que tenga un empaque práctico,Que no dañe la piel,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que tenga todas las certificaciones de calidad,Que la marca sea prestigiosa,Casa Grande,,,,9,,,,,,,,,,,Tottus,Casa Grande,Ninguno [NN,Portugal,,,,Portugal,,,,Alkofarma,Portugal,,,Portugal,,,,No precisa,,,,,Cualquiera,,,,Portugal,,,,,,No precisa,,,,Boreal,Portugal,,,No precisa,,,,Cualquiera,,,,,,Portugal,,,,Sí,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel,,,,,,Alcohol puro 96°,Alcohol en gel,,,,,,,,,,Besser Farma,,,Kazvel,,,,,,,,,1000.0,,3750.0,,,,,,,1,,1,,,105,1.0,0.84784707,1.05555556,"Dispensador,Spray,Botella,Con pulverizador","Dispensador,Spray",Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies",Lo uso para llenar el spray o algún frasco,,Desinfección de objetos y superficies,,"Botica/Farmacia de cadena,Mercado","Porque desinfecta (mata gérmenes y bacterias),Porque tiene buen aroma / se siente el alcohol",Casa Grande,"Alkofarma,Casa Grande,Portugal",Casa Grande,,"Alcohol,Pastillas,Jabón","Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel","Alcohol puro 96°,Alcohol en gel","Nunca,Una vez al año,Una vez al año","Con menor frecuencia,Una vez al mes,Una vez al mes"
94.0,No,Sí,47.0,46 a 55 años,NSE D,D,Masculino,San Juan de Lurigancho,Trabajador independiente,Sí,,,Botica/Farmacia de mi barrio,Botica/Farmacia de mi barrio,4. Satisfecho,Que tenga todas las certificaciones de calidad,Que tenga un empaque práctico,Que no dañe la piel,Que tenga un precio accesible,Que esté en promoción/oferta,Que sea fácil de encontrar en distintos establecimientos,Que sea la que siempre compran en mi casa,Que la marca sea prestigiosa,Hersil,,,,,,,,,,,,9,,,Portugal,Hersil,Ninguno [NN,Portugal,,,,Portugal,,,,Portugal,,,,Portugal,,,,No precisa,,,,,Portugal,,,,Portugal,,,,,,Portugal,,,,Portugal,,,,No precisa,,,,Portugal,,,,,,Portugal,,,,No,Agua oxigenada,Alcohol puro 96°,Alcohol yodado,Vinagre Bully (Aromático),,,,,Agua oxigenada,Alcohol puro 96°,,,,,,,Matfarma,,,Laboratorio LyS,,,,,,,,,,0.0,,0.0,,,,,,,1,,1,,,,,106,1.0,0.94332407,0.95454545,"Dispensador,Botella","Dispensador,Botella","Desinfección de manos,Desinfección de objetos y superficies",,"Desinfección de manos,Curar heridas",,,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena","Porque desinfecta (mata gérmenes y bacterias),Porque es puro,Porque me da confianza",Ninguna,"Portugal,Hersil",Hersil,,,"Agua oxigenada,Alcohol puro 96°,Alcohol yodado,Vinagre Bully (Aromático)","Agua oxigenada,Alcohol puro 96°","Una vez cada 2 o 3 meses,Una vez cada 6 meses,Una vez cada 6 meses","Una vez al mes,2. Una vez a la semana,Una vez al mes,Una vez cada 2 o 3 meses"
95.0,No,Sí,52.0,46 a 55 años,NSE B2,B2,Masculino,San Miguel,Trabajador dependiente,Sí,,,Farmacias dentro de supermercados,Farmacias dentro de supermercados,4. Satisfecho,Que el producto sea de calidad,Que tenga todas las certificaciones de calidad,Que se venda en puntos de venta de confianza,Que tenga un empaque práctico,Que sea fácil de encontrar en distintos establecimientos,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que esté en promoción/oferta,Que tenga un precio accesible,Mundofar,,,,,,,,,,7,,,,8,La que tenga el vendedor,Mundofar,Ninguno [NN,No precisa,,,,No precisa,,,,No precisa,,,,No precisa,,,,No precisa,,,,,No precisa,,,,No precisa,,,,,,No precisa,,,,No precisa,,,,No precisa,,,,No precisa,,,,,,No precisa,,,,No,Alcohol puro 96°,Alcohol en gel,,,,,,,Alcohol puro 96°,,,,,,,,,,,Laboratorios Mundofar,,,,,,,,,,,,120.0,,,,,,,,,1,,,,,107,1.0,0.84784707,1.05555556,"Dispensador,Spray,Botella,Con pulverizador",Spray,Desinfección de manos,Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies",,Desinfección de objetos y superficies,,Farmacias dentro de supermercados,Porque es puro,Mundofar,"Purol,Mundofar","Purol,Mundofar",,,"Alcohol puro 96°,Alcohol en gel","Alcohol puro 96°,Alcohol en gel","Una vez al mes,Una vez al año","Una vez al mes,Una vez al mes"
96.0,No,Sí,41.0,36 a 45 años,NSE C1,C1,Masculino,San Juan de Miraflores,Trabajador dependiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,4. Satisfecho,Que tenga un precio accesible,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que tenga un empaque práctico,Que sea fácil de encontrar en distintos establecimientos,Que tenga trayectoria,Que esté en promoción/oferta,Que no dañe la piel,Que se venda en puntos de venta de confianza,Tapmedic,,,,,,,,,,,,,,6,La que tenga el vendedor,Ninguno,Ninguno [NN,Cualquiera,,,,Alkofarma,,,,No precisa,,,,Cualquiera,,,,Ninguno,,,,,No precisa,,,,No precisa,,,,,,Otras marcas,,,,Otras marcas,,,,No precisa,,,,Otras marcas,,,,,,No precisa,,,,Sí,Alcohol puro 96°,,,,,,,,Alcohol puro 96°,,,,,,,,,,,Tap Medic,,,,,,,,,,,,1000.0,,,,,,,,,1,,,,,108,1.0,1.28649606,1.12,"Spray,Botella",Spray,,"Desinfección de manos,Desinfección de objetos y superficies","Desinfección de objetos y superficies,Lo uso para llenar el spray o algún frasco",,,,Botica/Farmacia de cadena,"Porque desinfecta (mata gérmenes y bacterias),Porque me protege contra el COVID",Ninguna,"Alkofarma,Tapmedic",Tapmedic,,Alcohol,Alcohol puro 96°,Alcohol puro 96°,Una vez cada 2 o 3 meses,Una vez cada 15 días
97.0,No,Sí,26.0,25 a 35 años,NSE C1,C1,Femenino,San Juan de Miraflores,Trabajador dependiente,Sí,,,Botica/Farmacia de cadena,Botica/Farmacia de cadena,3. Ni satisfecho ni insatisfecho,Que no dañe la piel,Que el producto sea de calidad,Que tenga un precio accesible,Que se venda en puntos de venta de confianza,Que tenga trayectoria,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que sea la que siempre compran en mi casa,Que tenga un empaque práctico,No precisa,7,,,,,,,,,,,,,,,Ninguno,Ninguno [NN,Alkofarma,,,,Portugal,,,,Portugal,,,,Boreal,,,,Boreal,,,,,Portugal,,,,Portugal,,,,,,No precisa,,,,Portugal,,,,No precisa,,,,Alkofarma,Boreal,Portugal,,,,Portugal,,,,Sí,Alcohol puro 96°,,,,,,,,Alcohol puro 96°,,,,,,,,,,,Alkomed,,,,,,,,,,,,250.0,,,,,,,,,1,,,,,109,1.0,1.28649606,1.12,Con chupón,Con chupón,,,,"Desinfección de manos,Desinfección de objetos y superficies",,,"Botica/Farmacia de mi barrio,Botica/Farmacia de cadena","Porque el alcohol hace daño a la piel,El precio es elevado",Instant Clean,"Alkofarma,Boreal,Portugal,Instant Clean",Alkofarma,,Alcohol,Alcohol puro 96°,Alcohol puro 96°,Una vez cada 6 meses,Una vez al mes
98.0,No,Sí,41.0,36 a 45 años,NSE D,D,Femenino,Carabayllo,Trabajador dependiente,Sí,,,Vendedor independiente amigo/conocido,Vendedor independiente amigo/conocido,4. Satisfecho,Que sea fácil de encontrar en distintos establecimientos,Que tenga un precio accesible,Que no dañe la piel,Que el producto me genere confianza,Que sea la que me recomiende el vendedor/Boticario/farmacéut,Que sea la que siempre compran en mi casa,Que esté en promoción/oferta,Que tenga un empaque práctico,Portugal,,,,,,,8,9,,,,,,,La que tenga el vendedor,Portugal,Ninguno [NN,Portugal,,,,Boreal,Portugal,,,Portugal,,,,Portugal,,,,Portugal,,,,,Portugal,,,,Portugal,,,,,,Portugal,,,,Portugal,,,,Portugal,,,,Portugal,,,,,,Portugal,,,,No,Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel,,,,Bicarbonato de sodio,Alcohol puro 96°,Alcohol en gel,,,,Alkofarma,,,,,JyL SAC,,,Clement Perfect,,,,,100.0,,,,1000.0,,1000.0,,,1,,,,1,,1,,,110,1.0,0.84059992,0.86363636,"Dispensador,Spray,Botella,Con pulverizador","Dispensador,Spray,Botella","Desinfección de manos,Desinfección de objetos y superficies",Desinfección de manos,"Desinfección de manos,Desinfección de objetos y superficies,Curar heridas",,Desinfección de objetos y superficies,,"Botica/Farmacia de mi barrio,Bodega,Vendedor independiente amigo/conocido","Porque no irrita la piel,Porque es económico","Portugal,Boreal","Boreal,Portugal","Boreal,Portugal",,,"Bicarbonato de sodio,Agua oxigenada,Alcohol medicinal 70%,Alcohol puro 96°,Alcohol en gel","Alcohol puro 96°,Alcohol en gel","Una vez cada 2 o 3 meses,Una vez cada 6 meses,Una vez al año,Una vez cada 6 meses,Una vez al año","Una vez al mes,Una vez cada 2 o 3 meses,Una vez al mes,Una vez cada 15 días,Una vez cada 15 días"
